"Origin,""colYear"",""colMonth"",""prom_arribades"""
"DTW,""1988"",""5"",""24.0000"""
"DTW,""1988"",""7"",""-7.0000"""
"DTW,""1988"",""8"",""-3.0000"""
"DTW,""1989"",""8"",""26.0000"""
"DTW,""1989"",""9"",""22.0000"""
"DTW,""1989"",""12"",""2.0000"""
"DTW,""1990"",""4"",""-13.0000"""
"DTW,""1990"",""8"",""-10.0000"""
"DTW,""1990"",""9"",""-9.0000"""
"DTW,""1990"",""12"",""-21.0000"""
"DTW,""1991"",""3"",""13.0000"""
"DTW,""1992"",""1"",""-10.0000"""
"DTW,""1992"",""3"",""-7.0000"""
"DTW,""1992"",""4"",""-4.0000"""
"DTW,""1993"",""3"",""4.0000"""
"DTW,""1993"",""4"",""-4.0000"""
"DTW,""1993"",""7"",""-3.0000"""
"DTW,""1994"",""2"",""11.5000"""
"DTW,""1994"",""5"",""18.0000"""
"DTW,""1994"",""6"",""-3.0000"""
"DTW,""1995"",""4"",""3.0000"""
"DTW,""1995"",""5"",""7.0000"""
"DTW,""1995"",""6"",""4.0000"""
"DTW,""1995"",""8"",""4.0000"""
"DTW,""1995"",""9"",""-12.0000"""
"DTW,""1996"",""2"",""1.0000"""
"DTW,""1996"",""4"",""91.0000"""
"DTW,""1996"",""7"",""-5.0000"""
"DTW,""1996"",""8"",""-3.0000"""
"DTW,""1996"",""9"",""-10.0000"""
"DTW,""1997"",""1"",""5.0000"""
"DTW,""1997"",""2"",""-8.6667"""
"DTW,""1997"",""4"",""-5.0000"""
"DTW,""1997"",""5"",""14.0000"""
"DTW,""1997"",""6"",""55.5000"""
"DTW,""1997"",""7"",""15.0000"""
"DTW,""1997"",""11"",""-2.6667"""
"DTW,""1998"",""2"",""166.0000"""
"DTW,""1998"",""3"",""170.0000"""
"DTW,""1998"",""4"",""-8.5000"""
"DTW,""1998"",""5"",""-14.0000"""
"DTW,""1998"",""7"",""4.0000"""
"DTW,""1998"",""8"",""45.5000"""
"DTW,""1998"",""11"",""150.0000"""
"DTW,""1999"",""2"",""-11.0000"""
"DTW,""1999"",""5"",""10.0000"""
"DTW,""1999"",""11"",""15.0000"""
"DTW,""2000"",""2"",""0.5000"""
"DTW,""2000"",""5"",""30.0000"""
"DTW,""2001"",""7"",""-1.0000"""
"DTW,""2002"",""1"",""-16.0000"""
"DTW,""2002"",""6"",""14.0000"""
"DTW,""2002"",""8"",""1.0000"""
"DTW,""2002"",""9"",""-7.0000"""
"DTW,""2002"",""10"",""13.0000"""
"DTW,""2003"",""5"",""-19.0000"""
"DTW,""2003"",""6"",""-9.5000"""
"DTW,""2003"",""7"",""-1.0000"""
"DTW,""2004"",""3"",""37.0000"""
"DTW,""2004"",""8"",""7.0000"""
"DTW,""2004"",""9"",""8.0000"""
"DTW,""2004"",""10"",""35.0000"""
"DTW,""2004"",""11"",""29.0000"""
"DTW,""2005"",""3"",""0.0000"""
"DTW,""2005"",""4"",""8.0000"""
"DTW,""2005"",""8"",""49.0000"""
"DTW,""2005"",""9"",""-12.0000"""
"DTW,""2005"",""10"",""16.0000"""
"DTW,""2005"",""11"",""11.0000"""
"DTW,""2006"",""3"",""-9.0000"""
"DTW,""2006"",""12"",""66.0000"""
"DTW,""2007"",""1"",""59.0000"""
"DTW,""2007"",""2"",""30.0000"""
"DTW,""2007"",""4"",""1.0000"""
"DTW,""2007"",""7"",""24.0000"""
"DTW,""2008"",""3"",""30.0000"""
"DTW,""2008"",""11"",""14.0000"""
"EGE,""2006"",""7"",""480.0000"""
"EKO,""2003"",""9"",""-13.0000"""
"EKO,""2006"",""3"",""-16.0000"""
"ELP,""1987"",""12"",""-7.0000"""
"ELP,""1989"",""6"",""10.0000"""
"ELP,""1990"",""11"",""-7.0000"""
"ELP,""1991"",""10"",""8.0000"""
"ELP,""1991"",""12"",""-7.0000"""
"ELP,""1992"",""8"",""3.0000"""
"ELP,""1994"",""3"",""-10.0000"""
"ELP,""1994"",""7"",""-2.0000"""
"ELP,""1998"",""3"",""5.0000"""
"ELP,""1998"",""7"",""5.0000"""
"ELP,""1999"",""7"",""0.0000"""
"ELP,""2000"",""4"",""-2.0000"""
"ELP,""2000"",""9"",""0.0000"""
"ELP,""2004"",""8"",""-3.0000"""
"ELP,""2005"",""4"",""-9.0000"""
"ELP,""2005"",""6"",""0.0000"""
"ELP,""2005"",""11"",""-10.0000"""
"ELP,""2006"",""3"",""10.0000"""
"ELP,""2006"",""7"",""-1.0000"""
"ELP,""2007"",""12"",""6.0000"""
"ERI,""1988"",""8"",""12.0000"""
"ERI,""1997"",""8"",""-3.0000"""
"EUG,""1988"",""9"",""-6.0000"""
"EUG,""1993"",""9"",""-7.0000"""
"EUG,""1994"",""11"",""-1.0000"""
"EUG,""2007"",""9"",""42.0000"""
"EUG,""2007"",""10"",""18.0000"""
"EUG,""2008"",""5"",""-4.0000"""
"EVV,""2002"",""2"",""2.0000"""
"EWR,""1988"",""1"",""91.0000"""
"EWR,""1988"",""3"",""-2.0000"""
"EWR,""1988"",""4"",""-9.5000"""
"EWR,""1988"",""8"",""-26.0000"""
"EWR,""1988"",""9"",""7.0000"""
"EWR,""1988"",""12"",""6.0000"""
"EWR,""1989"",""4"",""2.0000"""
"EWR,""1989"",""5"",""8.0000"""
"EWR,""1989"",""7"",""0.0000"""
"EWR,""1989"",""8"",""8.0000"""
"EWR,""1989"",""10"",""32.0000"""
"EWR,""1989"",""11"",""3.0000"""
"EWR,""1990"",""3"",""4.6667"""
"EWR,""1990"",""6"",""-8.0000"""
"EWR,""1990"",""9"",""-15.5000"""
"EWR,""1991"",""2"",""-40.0000"""
"EWR,""1991"",""5"",""-4.0000"""
"EWR,""1991"",""8"",""-7.0000"""
"EWR,""1991"",""10"",""8.0000"""
"EWR,""1992"",""3"",""-3.0000"""
"EWR,""1992"",""6"",""5.0000"""
"EWR,""1992"",""12"",""-11.0000"""
"EWR,""1993"",""5"",""15.0000"""
"EWR,""1993"",""7"",""2.0000"""
"EWR,""1993"",""8"",""124.0000"""
"EWR,""1994"",""5"",""47.0000"""
"EWR,""1994"",""6"",""11.0000"""
"EWR,""1994"",""8"",""-6.0000"""
"EWR,""1994"",""9"",""-12.0000"""
"EWR,""1995"",""2"",""-15.0000"""
"EWR,""1995"",""3"",""5.5000"""
"EWR,""1995"",""6"",""15.5000"""
"EWR,""1995"",""7"",""-6.5000"""
"EWR,""1995"",""10"",""26.0000"""
"EWR,""1996"",""1"",""18.0000"""
"EWR,""1996"",""2"",""27.0000"""
"EWR,""1996"",""5"",""30.0000"""
"EWR,""1996"",""7"",""28.0000"""
"EWR,""1996"",""10"",""21.0000"""
"EWR,""1996"",""11"",""25.0000"""
"EWR,""1996"",""12"",""1.0000"""
"EWR,""1997"",""4"",""5.0000"""
"EWR,""1997"",""10"",""-17.0000"""
"EWR,""1998"",""1"",""-6.0000"""
"EWR,""1998"",""4"",""-23.0000"""
"EWR,""1998"",""6"",""300.0000"""
"EWR,""1998"",""9"",""75.0000"""
"EWR,""1999"",""6"",""-1.5000"""
"EWR,""1999"",""8"",""-26.0000"""
"EWR,""1999"",""10"",""38.0000"""
"EWR,""2000"",""1"",""20.0000"""
"EWR,""2000"",""3"",""-10.0000"""
"EWR,""2000"",""8"",""-19.5000"""
"EWR,""2000"",""11"",""151.0000"""
"EWR,""2000"",""12"",""-12.0000"""
"EWR,""2001"",""11"",""-13.0000"""
"EWR,""2001"",""12"",""30.0000"""
"EWR,""2002"",""3"",""-13.0000"""
"EWR,""2002"",""11"",""-7.0000"""
"EWR,""2003"",""4"",""-23.0000"""
"EWR,""2003"",""8"",""-23.0000"""
"EWR,""2003"",""9"",""-8.0000"""
"EWR,""2003"",""12"",""6.0000"""
"EWR,""2004"",""1"",""47.0000"""
"EWR,""2004"",""2"",""28.0000"""
"EWR,""2004"",""3"",""-14.5000"""
"EWR,""2004"",""4"",""38.0000"""
"EWR,""2004"",""6"",""45.0000"""
"EWR,""2004"",""9"",""0.0000"""
"EWR,""2004"",""12"",""45.5000"""
"EWR,""2005"",""2"",""33.0000"""
"EWR,""2005"",""7"",""14.0000"""
"EWR,""2005"",""8"",""1.5000"""
"EWR,""2005"",""9"",""76.0000"""
"EWR,""2005"",""10"",""5.0000"""
"EWR,""2005"",""11"",""-15.0000"""
"EWR,""2005"",""12"",""-10.0000"""
"EWR,""2006"",""4"",""181.0000"""
"EWR,""2006"",""6"",""29.0000"""
"EWR,""2006"",""8"",""46.0000"""
"EWR,""2006"",""9"",""-3.0000"""
"EWR,""2006"",""10"",""18.0000"""
"EWR,""2007"",""2"",""-32.0000"""
"EWR,""2007"",""5"",""-12.0000"""
"EWR,""2007"",""9"",""35.5000"""
"EWR,""2007"",""12"",""-4.0000"""
"EWR,""2008"",""4"",""13.5000"""
"EWR,""2008"",""8"",""2.0000"""
"EWR,""2008"",""10"",""12.5000"""
"EWR,""2008"",""12"",""1.0000"""
"FAI,""1988"",""4"",""-4.0000"""
"FAI,""1991"",""6"",""9.0000"""
"FAI,""1996"",""8"",""24.0000"""
"FAI,""1997"",""1"",""32.0000"""
"FAI,""2006"",""4"",""-14.0000"""
"FAI,""2008"",""6"",""-23.0000"""
"FAT,""1994"",""2"",""-7.0000"""
"FAT,""1998"",""1"",""0.0000"""
"FAT,""2006"",""9"",""-3.0000"""
"FAY,""1993"",""7"",""1.0000"""
"FLL,""1988"",""5"",""-5.0000"""
"FLL,""1989"",""2"",""-5.0000"""
"FLL,""1989"",""6"",""2.0000"""
"FLL,""1989"",""9"",""1.0000"""
"FLL,""1989"",""10"",""-9.0000"""
"FLL,""1991"",""7"",""-2.0000"""
"FLL,""1991"",""12"",""35.0000"""
"FLL,""1993"",""1"",""306.0000"""
"FLL,""1993"",""9"",""4.0000"""
"FLL,""1994"",""3"",""1.0000"""
"FLL,""1994"",""5"",""-4.0000"""
"FLL,""1994"",""11"",""1.0000"""
"FLL,""1995"",""2"",""10.0000"""
"FLL,""1995"",""12"",""-4.0000"""
"FLL,""1996"",""1"",""2.0000"""
"FLL,""1996"",""2"",""-10.0000"""
"FLL,""1997"",""4"",""58.0000"""
"FLL,""1997"",""6"",""23.5000"""
"FLL,""1999"",""2"",""1.0000"""
"FLL,""2000"",""1"",""14.0000"""
"FLL,""2000"",""7"",""44.0000"""
"FLL,""2001"",""2"",""25.0000"""
"FLL,""2001"",""6"",""-28.0000"""
"FLL,""2003"",""2"",""2.0000"""
"FLL,""2003"",""8"",""-10.0000"""
"FLL,""2004"",""5"",""1.0000"""
"FLL,""2004"",""11"",""-1.0000"""
"FLL,""2005"",""2"",""1.0000"""
"FLL,""2005"",""3"",""-42.0000"""
"FLL,""2006"",""2"",""76.5000"""
"FLL,""2007"",""2"",""-15.0000"""
"FLL,""2007"",""4"",""5.0000"""
"FLL,""2007"",""11"",""-4.0000"""
"FLL,""2008"",""6"",""303.0000"""
"FLL,""2008"",""7"",""4.0000"""
"FLL,""2008"",""11"",""6.0000"""
"FNT,""2000"",""5"",""4.0000"""
"FNT,""2007"",""7"",""-12.0000"""
"FSD,""1995"",""12"",""1.0000"""
"FSD,""1998"",""11"",""-18.0000"""
"FSD,""1999"",""4"",""-16.0000"""
"FSD,""2007"",""8"",""44.0000"""
"FWA,""1991"",""1"",""-12.0000"""
"FWA,""1993"",""7"",""-14.0000"""
"FWA,""1996"",""6"",""-1.0000"""
"FWA,""2000"",""6"",""17.0000"""
"FWA,""2004"",""5"",""0.0000"""
"FWA,""2007"",""6"",""-2.0000"""
"GCN,""1989"",""3"",""-3.0000"""
"GEG,""1988"",""8"",""3.0000"""
"GEG,""1988"",""11"",""5.0000"""
"GEG,""1992"",""4"",""-7.0000"""
"GEG,""1993"",""7"",""47.0000"""
"GEG,""1994"",""2"",""2.0000"""
"GEG,""1996"",""6"",""-2.0000"""
"GEG,""1998"",""9"",""-9.0000"""
"GEG,""1999"",""3"",""-4.0000"""
"GEG,""2004"",""10"",""1.0000"""
"GEG,""2005"",""12"",""40.0000"""
"GEG,""2006"",""10"",""0.0000"""
"GEG,""2006"",""11"",""-6.0000"""
"GEG,""2007"",""3"",""-12.5000"""
"GFK,""1995"",""10"",""6.0000"""
"GNV,""1990"",""12"",""-5.0000"""
"GNV,""2003"",""8"",""67.0000"""
"GNV,""2007"",""9"",""176.0000"""
"GPT,""2003"",""7"",""0.0000"""
"GPT,""2006"",""1"",""19.0000"""
"GPT,""2008"",""12"",""-2.0000"""
"GRB,""1988"",""9"",""-1.0000"""
"GRB,""1991"",""8"",""6.0000"""
"GRK,""2006"",""4"",""9.0000"""
"GRK,""2008"",""7"",""5.0000"""
"GRR,""1994"",""12"",""4.0000"""
"GRR,""1995"",""12"",""-4.0000"""
"GRR,""1998"",""8"",""0.0000"""
"GRR,""2003"",""12"",""-9.0000"""
"GRR,""2006"",""11"",""-10.0000"""
"GRR,""2008"",""11"",""-4.0000"""
"GSO,""1990"",""10"",""-4.0000"""
"GSO,""1994"",""12"",""-7.0000"""
"GSO,""1997"",""6"",""-16.0000"""
"GSO,""1998"",""5"",""17.0000"""
"GSO,""1999"",""5"",""-5.0000"""
"GSO,""2000"",""2"",""-11.0000"""
"GSO,""2001"",""5"",""-28.0000"""
"GSO,""2002"",""2"",""5.0000"""
"GSO,""2003"",""4"",""3.0000"""
"GSO,""2004"",""3"",""17.0000"""
"GSO,""2006"",""5"",""-13.0000"""
"GSO,""2006"",""8"",""-14.0000"""
"GSO,""2008"",""11"",""-13.0000"""
"GSP,""1989"",""2"",""55.0000"""
"GSP,""1993"",""7"",""8.0000"""
"GSP,""1996"",""1"",""-1.0000"""
"GSP,""1996"",""3"",""1.0000"""
"GSP,""1998"",""7"",""-20.0000"""
"GSP,""1999"",""12"",""-20.0000"""
"GSP,""2005"",""9"",""-7.0000"""
"GSP,""2006"",""4"",""-6.0000"""
"GSP,""2006"",""12"",""-22.0000"""
"GSP,""2007"",""2"",""150.0000"""
"GSP,""2008"",""7"",""3.0000"""
"GSP,""2008"",""8"",""-9.0000"""
"GTF,""1991"",""2"",""-6.0000"""
"HDN,""1993"",""12"",""1.0000"""
"HLN,""1989"",""9"",""24.0000"""
"HNL,""1988"",""8"",""-15.0000"""
"HNL,""1989"",""4"",""0.0000"""
"HNL,""1990"",""10"",""19.0000"""
"HNL,""1990"",""12"",""11.0000"""
"HNL,""1992"",""6"",""2.0000"""
"HNL,""1993"",""12"",""15.0000"""
"HNL,""1996"",""2"",""107.0000"""
"HNL,""1996"",""6"",""-2.0000"""
"HNL,""1996"",""7"",""-1.0000"""
"HNL,""1998"",""5"",""-6.0000"""
"HNL,""1999"",""1"",""-4.0000"""
"HNL,""1999"",""5"",""10.0000"""
"HNL,""2000"",""11"",""2.0000"""
"HNL,""2001"",""7"",""-2.0000"""
"HNL,""2003"",""1"",""-23.0000"""
"HNL,""2006"",""8"",""7.0000"""
"HNL,""2006"",""10"",""352.0000"""
"HNL,""2007"",""9"",""-6.0000"""
"HNL,""2007"",""11"",""25.0000"""
"HNL,""2008"",""1"",""-15.0000"""
"HNL,""2008"",""11"",""5.0000"""
"HOU,""1988"",""3"",""3.0000"""
"HOU,""1988"",""10"",""-1.0000"""
"HOU,""1990"",""1"",""-1.0000"""
"HOU,""1990"",""6"",""-6.0000"""
"HOU,""1990"",""7"",""2.5000"""
"HOU,""1991"",""11"",""14.5000"""
"HOU,""1993"",""3"",""-2.0000"""
"HOU,""1993"",""4"",""-3.0000"""
"HOU,""1993"",""9"",""-8.0000"""
"HOU,""1993"",""10"",""25.0000"""
"HOU,""1994"",""8"",""0.0000"""
"HOU,""1994"",""11"",""-2.0000"""
"HOU,""1995"",""5"",""0.0000"""
"HOU,""1996"",""6"",""1.0000"""
"HOU,""1996"",""8"",""0.0000"""
"HOU,""1996"",""11"",""-1.5000"""
"HOU,""1996"",""12"",""8.0000"""
"HOU,""1998"",""2"",""3.0000"""
"HOU,""1999"",""11"",""0.0000"""
"HOU,""2003"",""6"",""-2.0000"""
"HOU,""2003"",""8"",""-5.0000"""
"HOU,""2003"",""9"",""0.0000"""
"HOU,""2003"",""12"",""-5.0000"""
"HOU,""2004"",""11"",""0.0000"""
"HOU,""2006"",""5"",""-14.0000"""
"HOU,""2006"",""9"",""-4.0000"""
"HOU,""2006"",""12"",""6.5000"""
"HOU,""2007"",""7"",""-3.0000"""
"HOU,""2008"",""2"",""220.0000"""
"HOU,""2008"",""7"",""49.0000"""
"HPN,""1993"",""2"",""-6.0000"""
"HPN,""1998"",""12"",""9.0000"""
"HPN,""2003"",""11"",""-17.0000"""
"HPN,""2007"",""3"",""111.0000"""
"HRL,""1989"",""4"",""3.0000"""
"HRL,""1996"",""3"",""-8.0000"""
"HRL,""2005"",""8"",""-2.0000"""
"HRL,""2007"",""7"",""-7.0000"""
"HSV,""1990"",""6"",""16.0000"""
"HSV,""1993"",""9"",""12.0000"""
"HSV,""1996"",""6"",""-3.0000"""
"HSV,""2005"",""1"",""6.0000"""
"HSV,""2005"",""8"",""39.0000"""
"HSV,""2007"",""6"",""1.0000"""
"HSV,""2008"",""7"",""4.0000"""
"HTS,""1988"",""5"",""6.0000"""
"HTS,""1989"",""10"",""2.0000"""
"HTS,""2003"",""6"",""-7.0000"""
"IAD,""1988"",""7"",""0.0000"""
"IAD,""1989"",""2"",""-17.0000"""
"IAD,""1989"",""3"",""-8.0000"""
"IAD,""1989"",""7"",""51.0000"""
"IAD,""1989"",""12"",""39.0000"""
"IAD,""1990"",""8"",""-15.0000"""
"IAD,""1990"",""9"",""-12.0000"""
"IAD,""1991"",""4"",""48.0000"""
"IAD,""1991"",""6"",""-17.0000"""
"IAD,""1991"",""10"",""-5.0000"""
"IAD,""1992"",""1"",""-14.0000"""
"IAD,""1994"",""1"",""-2.0000"""
"IAD,""1994"",""4"",""-1.0000"""
"IAD,""1998"",""3"",""-4.0000"""
"IAD,""1998"",""5"",""-2.0000"""
"IAD,""1998"",""10"",""33.0000"""
"IAD,""1999"",""6"",""10.0000"""
"IAD,""1999"",""9"",""-8.0000"""
"IAD,""2000"",""2"",""-4.0000"""
"IAD,""2000"",""7"",""10.0000"""
"IAD,""2000"",""11"",""-3.0000"""
"IAD,""2001"",""2"",""10.0000"""
"IAD,""2004"",""3"",""-17.0000"""
"IAD,""2004"",""6"",""-3.5000"""
"IAD,""2004"",""7"",""103.0000"""
"IAD,""2004"",""8"",""-20.0000"""
"IAD,""2004"",""9"",""-4.0000"""
"IAD,""2004"",""12"",""-10.0000"""
"IAD,""2005"",""1"",""-5.0000"""
"IAD,""2005"",""9"",""-14.0000"""
"IAD,""2006"",""1"",""-1.5000"""
"IAD,""2006"",""2"",""-10.0000"""
"IAD,""2007"",""4"",""-3.0000"""
"IAD,""2007"",""5"",""-12.0000"""
"IAD,""2007"",""7"",""-17.0000"""
"IAD,""2007"",""8"",""-11.0000"""
"IAD,""2007"",""9"",""-2.0000"""
"IAD,""2008"",""1"",""-6.0000"""
"IAH,""1987"",""12"",""6.0000"""
"IAH,""1988"",""12"",""10.0000"""
"IAH,""1989"",""5"",""24.0000"""
"IAH,""1989"",""8"",""-4.0000"""
"IAH,""1989"",""11"",""-2.0000"""
"IAH,""1990"",""10"",""0.0000"""
"IAH,""1991"",""7"",""5.5000"""
"IAH,""1991"",""11"",""10.0000"""
"IAH,""1992"",""3"",""-2.0000"""
"IAH,""1992"",""4"",""-4.0000"""
"IAH,""1992"",""10"",""12.0000"""
"IAH,""1992"",""11"",""5.0000"""
"IAH,""1993"",""3"",""-13.0000"""
"IAH,""1993"",""4"",""45.0000"""
"IAH,""1993"",""5"",""-6.0000"""
"IAH,""1993"",""7"",""10.0000"""
"IAH,""1993"",""10"",""15.0000"""
"IAH,""1994"",""3"",""22.0000"""
"IAH,""1994"",""12"",""8.0000"""
"IAH,""1995"",""4"",""-2.0000"""
"IAH,""1995"",""8"",""17.0000"""
"IAH,""1995"",""11"",""34.0000"""
"IAH,""1996"",""1"",""25.0000"""
"IAH,""1996"",""3"",""13.0000"""
"IAH,""1996"",""9"",""25.0000"""
"IAH,""1997"",""4"",""8.0000"""
"IAH,""1997"",""6"",""1.5000"""
"IAH,""1997"",""8"",""-6.0000"""
"IAH,""1997"",""9"",""-2.0000"""
"IAH,""1997"",""10"",""12.0000"""
"IAH,""1998"",""1"",""6.0000"""
"IAH,""1998"",""6"",""-21.0000"""
"IAH,""1998"",""7"",""21.0000"""
"IAH,""1998"",""10"",""4.0000"""
"IAH,""1998"",""11"",""-5.5000"""
"IAH,""1999"",""5"",""5.0000"""
"IAH,""1999"",""7"",""11.0000"""
"IAH,""1999"",""8"",""6.0000"""
"IAH,""1999"",""9"",""3.0000"""
"IAH,""2000"",""1"",""-13.0000"""
"IAH,""2000"",""3"",""-13.0000"""
"IAH,""2000"",""5"",""5.0000"""
"IAH,""2000"",""12"",""2.5000"""
"IAH,""2001"",""1"",""-9.0000"""
"IAH,""2001"",""4"",""-22.0000"""
"IAH,""2001"",""5"",""-19.0000"""
"IAH,""2001"",""7"",""34.0000"""
"IAH,""2001"",""10"",""-7.0000"""
"IAH,""2001"",""12"",""4.0000"""
"IAH,""2002"",""2"",""1.0000"""
"IAH,""2002"",""6"",""13.0000"""
"IAH,""2002"",""7"",""3.0000"""
"IAH,""2003"",""4"",""-3.0000"""
"IAH,""2003"",""6"",""-5.0000"""
"IAH,""2003"",""7"",""0.0000"""
"IAH,""2003"",""11"",""-11.0000"""
"IAH,""2003"",""12"",""0.5000"""
"IAH,""2004"",""1"",""4.0000"""
"IAH,""2004"",""5"",""-6.0000"""
"IAH,""2004"",""7"",""20.0000"""
"IAH,""2004"",""10"",""-6.0000"""
"IAH,""2004"",""12"",""9.0000"""
"IAH,""2005"",""1"",""-6.0000"""
"IAH,""2005"",""2"",""46.0000"""
"IAH,""2005"",""3"",""-8.0000"""
"IAH,""2005"",""4"",""0.0000"""
"IAH,""2005"",""5"",""-4.0000"""
"IAH,""2005"",""6"",""-4.5000"""
"IAH,""2005"",""7"",""40.0000"""
"IAH,""2006"",""3"",""14.2500"""
"IAH,""2006"",""5"",""14.5000"""
"IAH,""2006"",""6"",""11.0000"""
"IAH,""2006"",""9"",""-13.0000"""
"IAH,""2006"",""11"",""2.0000"""
"IAH,""2007"",""1"",""5.0000"""
"IAH,""2007"",""3"",""93.0000"""
"IAH,""2007"",""4"",""-14.5000"""
"IAH,""2007"",""5"",""-3.0000"""
"IAH,""2007"",""6"",""-4.5000"""
"IAH,""2007"",""7"",""8.0000"""
"IAH,""2007"",""11"",""5.5000"""
"IAH,""2007"",""12"",""7.0000"""
"IAH,""2008"",""1"",""-7.0000"""
"IAH,""2008"",""5"",""4.0000"""
"IAH,""2008"",""6"",""-8.0000"""
"IAH,""2008"",""9"",""2.0000"""
"IAH,""2008"",""12"",""-10.0000"""
"ICT,""1992"",""7"",""27.0000"""
"ICT,""1995"",""4"",""12.0000"""
"ICT,""1995"",""6"",""3.0000"""
"ICT,""2001"",""12"",""9.0000"""
"ICT,""2004"",""9"",""-12.0000"""
"ICT,""2005"",""5"",""-2.0000"""
"ICT,""2006"",""12"",""34.0000"""
"IDA,""2003"",""1"",""31.0000"""
"ILM,""2003"",""12"",""-1.0000"""
"ILM,""2004"",""1"",""19.0000"""
"IND,""1987"",""10"",""4.0000"""
"IND,""1988"",""4"",""-10.0000"""
"IND,""1989"",""4"",""2.0000"""
"IND,""1990"",""5"",""34.0000"""
"IND,""1990"",""6"",""-2.0000"""
"IND,""1990"",""12"",""35.0000"""
"IND,""1991"",""5"",""5.0000"""
"IND,""1992"",""3"",""-11.0000"""
"IND,""1992"",""8"",""-7.0000"""
"IND,""1993"",""9"",""147.0000"""
"IND,""1993"",""11"",""-2.0000"""
"IND,""1995"",""2"",""3.0000"""
"IND,""1996"",""11"",""-18.0000"""
"IND,""1997"",""11"",""22.0000"""
"IND,""1998"",""8"",""-2.0000"""
"IND,""1998"",""9"",""-17.0000"""
"IND,""1998"",""11"",""197.0000"""
"IND,""1999"",""10"",""9.0000"""
"IND,""2000"",""4"",""-7.0000"""
"IND,""2000"",""10"",""-15.0000"""
"IND,""2002"",""2"",""-11.0000"""
"IND,""2002"",""9"",""13.0000"""
"IND,""2002"",""10"",""11.0000"""
"IND,""2003"",""10"",""-16.0000"""
"IND,""2004"",""1"",""245.0000"""
"IND,""2004"",""5"",""-26.0000"""
"IND,""2004"",""10"",""1.0000"""
"IND,""2006"",""2"",""0.0000"""
"IND,""2006"",""6"",""108.0000"""
"IND,""2006"",""11"",""-7.0000"""
"IND,""2007"",""8"",""-8.0000"""
"IND,""2008"",""8"",""62.0000"""
"ISP,""1987"",""12"",""11.0000"""
"ISP,""1988"",""5"",""-15.0000"""
"ISP,""1990"",""8"",""-4.0000"""
"ISP,""1992"",""12"",""-19.0000"""
"ISP,""1994"",""4"",""67.0000"""
"ISP,""1997"",""10"",""1.0000"""
"ISP,""1998"",""2"",""0.0000"""
"ISP,""2000"",""9"",""-9.0000"""
"ISP,""2002"",""5"",""-17.0000"""
"ISP,""2002"",""6"",""3.0000"""
"ITO,""2000"",""11"",""0.0000"""
"ITO,""2003"",""11"",""-8.0000"""
"ITO,""2006"",""10"",""0.0000"""
"JAC,""1993"",""12"",""32.0000"""
"JAC,""2007"",""9"",""-10.0000"""
"JAN,""1987"",""10"",""-10.0000"""
"JAN,""1988"",""7"",""13.0000"""
"JAN,""1988"",""11"",""-6.0000"""
"JAN,""1990"",""5"",""2.0000"""
"JAN,""1992"",""8"",""-1.0000"""
"JAN,""1992"",""9"",""8.0000"""
"JAN,""1996"",""5"",""0.0000"""
"JAN,""1997"",""8"",""-4.0000"""
"JAN,""2001"",""2"",""-20.0000"""
"JAN,""2004"",""5"",""3.0000"""
"JAN,""2007"",""6"",""-15.0000"""
"JAX,""1988"",""11"",""16.0000"""
"JAX,""1991"",""10"",""4.0000"""
"JAX,""1992"",""3"",""-9.0000"""
"JAX,""1994"",""6"",""-5.0000"""
"JAX,""1998"",""5"",""-4.0000"""
"JAX,""1999"",""3"",""7.0000"""
"JAX,""2000"",""9"",""-6.0000"""
"JAX,""2002"",""2"",""5.0000"""
"JAX,""2003"",""11"",""-16.0000"""
"JAX,""2005"",""1"",""53.0000"""
"JAX,""2005"",""6"",""-5.0000"""
"JAX,""2006"",""2"",""-1.0000"""
"JAX,""2007"",""8"",""-28.0000"""
"JAX,""2008"",""1"",""2.0000"""
"JAX,""2008"",""3"",""-3.0000"""
"JAX,""2008"",""7"",""6.0000"""
"JFK,""1987"",""12"",""-6.0000"""
"JFK,""1988"",""7"",""45.0000"""
"JFK,""1989"",""9"",""-20.0000"""
"JFK,""1989"",""11"",""56.0000"""
"JFK,""1990"",""7"",""0.5000"""
"JFK,""1990"",""10"",""9.0000"""
"JFK,""1991"",""2"",""-3.0000"""
"JFK,""1992"",""7"",""208.0000"""
"JFK,""1993"",""2"",""-12.0000"""
"JFK,""1993"",""4"",""13.0000"""
"JFK,""1993"",""5"",""1.0000"""
"JFK,""1993"",""10"",""-2.0000"""
"JFK,""1994"",""6"",""-28.0000"""
"JFK,""1994"",""7"",""77.0000"""
"JFK,""1995"",""1"",""28.0000"""
"JFK,""1995"",""10"",""7.0000"""
"JFK,""1996"",""2"",""76.0000"""
"JFK,""1996"",""6"",""3.0000"""
"JFK,""1996"",""11"",""-17.0000"""
"JFK,""1997"",""6"",""-29.0000"""
"JFK,""1998"",""3"",""8.5000"""
"JFK,""1998"",""7"",""-9.0000"""
"JFK,""1998"",""9"",""-5.0000"""
"JFK,""1999"",""9"",""-10.0000"""
"JFK,""1999"",""12"",""72.0000"""
"JFK,""2000"",""7"",""-8.0000"""
"JFK,""2000"",""10"",""21.0000"""
"JFK,""2001"",""4"",""120.0000"""
"JFK,""2002"",""9"",""-12.0000"""
